School Name,School Number,Closed,School Street,School City,School State,School Zip,School Email,School Website,School Phone,School Fax,Principal Name,Principal Name (last),Principal Prefix,Principal Title,Grade Low,Grade High,Enrollment,School Accreditations,Diocese Name,Diocese Code,Diocese Street,Diocese City,Diocese State,Diocese Zip,Diocese Email,Diocese Website,Diocese Phone,Diocese Fax,Diocese Contact Name,Diocese Contact Name (last),Diocese Contact Prefix,Diocese Contact Title,District Name,District Number,District Type,District Enrollment,District Street,District City,District State,District Zip,District Email,District Website,District Phone,District Fax,District Contact Name,District Contact Name (last),District Contact Prefix,District Contact Title,County Name,County Number,Region Name
Cornerstone Christian Academy,111120001,FALSE,1905 W Pearl St. Ste 105,Granbury,TX,76048,office@ccagranbury.com,www.ccagranbury.com,(817) 573-6485,(817) 573-7604,Marci Martinez,,,,Kindergarten,12,135,ACSI : 2007,,,,,,,,,,,,,,,GRANBURY ISD,111901,INDEPENDENT,6537,600 W PEARL ST,GRANBURY,TX,76048-2046,james.largent@granburyisd.org,www.granburyisd.org,(817) 408-4000,(817) 408-4014,DR JAMES M LARGENT   ,,,Superintendent,Hood,111,11
Cornerstone Christian Academy,79196001,FALSE,2140 First Colony Blvd,Sugar Land,TX,77479,enicholie@cornerstonecca.org,www.cornerstonecca.org,(281) 980-0842,(281) 980-1432,Eric Nicholie,,,,Pre-K,8,420,COGNIA : 2009 | NCSA : 2018,,,,,,,,,,,,,,,FORT BEND ISD,79907,INDEPENDENT,69591,16431 LEXINGTON BLVD,SUGAR LAND,TX,77479-2308,Charles.Dupre@fortbend.k12.tx.us,www.fortbend.k12.tx.us/,(281) 634-1000,(281) 634-1700,CHARLES DUPRE   ,,,Superintendent,Fort Bend,79,4
Cornerstone Christian School,226110001,FALSE,1502 N Jefferson,San Angelo,TX,76901,cynthia.robinson@ccs-sanangelo.com,www.ccs-sanangelo.com,(325) 655-3439,(325) 658-8998,Cynthia Robinson,,,,Pre-K,12,145,TAAPS : 1999,,,,,,,,,,,,,,,SAN ANGELO ISD,226903,INDEPENDENT,14758,1621 UNIVERSITY AVE,SAN ANGELO,TX,76904-5164,superintendent@saisd.org,www.saisd.org/,(325) 947-3700,(325) 947-3771,DR CAROL BONDS   ,,,Superintendent,Tom Green,226,15
Cornerstone Christian School San Antonio,15161001,TRUE,4802 Vance Jackson,San Antonio,TX,78230,info@CornerstoneChristianSchool.org,cornerstonechristianschool.org,(210) 979-6161,(210) 979-0310,Jerry Eshelman,,,,Kindergarten,12,0,ICAA : 2007,,,,,,,,,,,,,,,NORTH EAST ISD,15910,INDEPENDENT,67901,8961 TESORO DR,SAN ANTONIO,TX,78217,bgotta@neisd.net,www.neisd.net,(210) 407-0541,(210) 804-7017,DR BRIAN GOTTARDY   ,,,Superintendent,Bexar,15,20
Cornerstone Christian Schools,15122001,FALSE,17702 NW Military Hwy,San Antonio,TX,78257,kstepan@sa-ccs.org,www.sa-ccs.org,(210) 979-2103,(210) 979-0235,Dr. Luci Higgins,,,,Kindergarten,12,"1,017",ACSI : 1996 | COGNIA : 2003,,,,,,,,,,,,,,,NORTH EAST ISD,15910,INDEPENDENT,67901,8961 TESORO DR,SAN ANTONIO,TX,78217,bgotta@neisd.net,www.neisd.net,(210) 407-0541,(210) 804-7017,DR BRIAN GOTTARDY   ,,,Superintendent,Bexar,15,20
Cornerstone Crossroads Academy,57128001,FALSE,2815 South Ervay Street,Dallas,TX,75215,k.lichtenberg@cornerstonecrossroads.com,cornerstonecrossroads.com,(214) 426-3282,(469) 741-0066,Dr. Kristi Lichtenberg,,,,9,12,25,ACSI : 2013,,,,,,,,,,,,,,,DALLAS ISD,57905,INDEPENDENT,158932,3700 ROSS AVE,DALLAS,TX,75204-5491,arodriguez@dallasisd.org,www.dallasisd.org,(972) 925-3700, ,MIKE MILES   ,,,Superintendent,Dallas,57,10
Corpus Christi Catholic School,101100105,FALSE,4005 Cheena,Houston,TX,77025,mmcoy@corpschristihouston.org,www.corpuschristihouston.org,(713) 664-3351,(713) 664-6095,Dr. Mazie McCoy,,,,Pre-K,8,221,TCCB ED : 1968,Archdiocese of Galveston-Houston,GH,4005 Cheena,Houston,TX,77025,mmcoy@corpschristihouston.org,www.corpuschristihouston.org,(713) 664-3351,(713) 664-6095,Dr. Mazie McCoy,,,,HOUSTON ISD,101912,INDEPENDENT,203354,4400 W 18TH ST,HOUSTON,TX,77092-8501,infocenter@houstonisd.org,www.houstonisd.org,(713) 556-6000,(713) 556-6006,DR TERRY B GRIER   ,,,Superintendent,Harris,101,4
Country Day School of Arlington-Montessori,220191101,FALSE,1300 Roosevelt St,Arlington,TX,76011,joyce.hunt@cdsa.org,www.cdsa.org,(817) 275-0851,(000) 000-0000,Joyce Hunt,,,,Pre-K,Kindergarten,0,COGNIA : 1997,,,,,,,,,,,,,,,ARLINGTON ISD,220901,INDEPENDENT,65001,1203 W PIONEER PKWY,ARLINGTON,TX,76013-6246,mcavazos@aisd.net,www.aisd.net,(682) 867-4611,(817) 459-7299,DR MARCELO CAVAZOS   ,,,Superintendent,Tarrant,220,11
Country Home Learning Center No. 1,15111001,FALSE,13315 NW Military Dr.,San Antonio,TX,78231,ch1@countryhomelearningcenter.com,www.countryhomelearningcenter.com,(210) 492-3731,(210) 492-4266,Brandi Rubalcava,,,,Early Education,6,0,COGNIA : 2010,,,,,,,,,,,,,,,NORTH EAST ISD,15910,INDEPENDENT,67901,8961 TESORO DR,SAN ANTONIO,TX,78217,bgotta@neisd.net,www.neisd.net,(210) 407-0541,(210) 804-7017,DR BRIAN GOTTARDY   ,,,Superintendent,Bexar,15,20
Country Home Learning Center No. 10,15118001,FALSE,23907 Cielo Vista,San Antonio,TX,78255,ch10@countryhomelearningcenter.com,www.countryhomelearningcenter.com,(210) 687-1002,(210) 687-1013,Jonella Box,,,,Early Education,6,0,COGNIA : 2010,,,,,,,,,,,,,,,NORTHSIDE ISD,15915,INDEPENDENT,100159,5900 EVERS RD,SAN ANTONIO,TX,78238-1699,info@nisd.net,www.nisd.net,(210) 397-8500,(210) 706-8772,DR BRIAN T WOODS   ,,,Superintendent,Bexar,15,20
Country Home Learning Center No. 2,15112001,FALSE,104 Galleria Fair,San Antonio,TX,78232,ch2@countryhomelearningcenter.com,www.countryhomelearningcenter.com,(210) 496-6718,(210) 496-5353,Monika Woolridge,,,,Early Education,6,0,COGNIA : 2010,,,,,,,,,,,,,,,NORTH EAST ISD,15910,INDEPENDENT,67901,8961 TESORO DR,SAN ANTONIO,TX,78217,bgotta@neisd.net,www.neisd.net,(210) 407-0541,(210) 804-7017,DR BRIAN GOTTARDY   ,,,Superintendent,Bexar,15,20
Country Home Learning Center No. 3,15113001,FALSE,6750 Poss Road,San Antonio,TX,78238,ch3@countryhomelearningcenter.com,www.countryhomelearningcenter.com,210682997,210524943,Sophie Esquivel,,,,Early Education,6,0,COGNIA : 2010,,,,,,,,,,,,,,,NORTHSIDE ISD,15915,INDEPENDENT,100159,5900 EVERS RD,SAN ANTONIO,TX,78238-1699,info@nisd.net,www.nisd.net,(210) 397-8500,(210) 706-8772,DR BRIAN T WOODS   ,,,Superintendent,Bexar,15,20
Country Home Learning Center No. 4,15114001,FALSE,14966 Spring Farm Road,San Antonio,TX,78247,ch4@countryhomelearningcenter.com,www.countryhomelearningcenter.com,(210) 644-7311,(210) 654-3586,Kathryn Cunningham,,,,Early Education,6,0,COGNIA : 2010,,,,,,,,,,,,,,,NORTH EAST ISD,15910,INDEPENDENT,67901,8961 TESORO DR,SAN ANTONIO,TX,78217,bgotta@neisd.net,www.neisd.net,(210) 407-0541,(210) 804-7017,DR BRIAN GOTTARDY   ,,,Superintendent,Bexar,15,20
Country Home Learning Center No. 5,15115001,FALSE,11909 Toepperwein Road,San Antonio,TX,78233,ch5@countryhomelearningcenter.com,www.countryhomelearningcenter.com,(210) 650-3115,(210) 599-1460,Kimberlie Demerson,,,,Early Education,6,0,COGNIA : 2010,,,,,,,,,,,,,,,JUDSON ISD,15916,INDEPENDENT,22606,8012 SHIN OAK,LIVE OAK,TX,78233-2457,jwaclawczyk@judsonisd.org,www.judsonisd.org,(210) 945-5100,(210) 945-6900,DR WILLIS MACKEY   ,,,Superintendent,Bexar,15,20
Country Home Learning Center No. 6,15116001,FALSE,8155 Fredericksburg Road,San Antonio,TX,78229,ch6@countryhomelearningcenter.com,www.countryhomelearningcenter.com,(210) 692-7205,(210) 949-1469,Shana Shaner,,,,Early Education,6,0,COGNIA : 2010,,,,,,,,,,,,,,,NORTH EAST ISD,15910,INDEPENDENT,67901,8961 TESORO DR,SAN ANTONIO,TX,78217,bgotta@neisd.net,www.neisd.net,(210) 407-0541,(210) 804-7017,DR BRIAN GOTTARDY   ,,,Superintendent,Bexar,15,20
Country Home Learning Center No. 7,227104001,FALSE,6900 Escarpment Blvd,Austin,TX,78749,ch7@countryhomelearningcenter.com,www.countryhomelearningcenter.com,(512) 288-8220,(512) 288-8242,Shanon Martinez,,,,Early Education,6,0,COGNIA : 2010,,,,,,,,,,,,,,,AUSTIN ISD,227901,INDEPENDENT,86516,1111 W 6TH ST,AUSTIN,TX,78703-5399,superintendent@austinisd.org,www.austinisd.org,(512) 414-1700,(512) 414-1486,DR MERIA J CARSTARPHEN   ,,,Superintendent,Travis,227,13
Country Home Learning Center No. 8,227103001,FALSE,13120 Highway 183 N,Austin,TX,78750,ch8@countryhomelearningcenter.com,www.countryhomelearningcenter.com,(512) 331-1441,(512) 331-2080,Janet McElreath,,,,Early Education,6,0,COGNIA : 2010,,,,,,,,,,,,,,,PFLUGERVILLE ISD,227904,INDEPENDENT,23347,1401 W PECAN ST,PFLUGERVILLE,TX,78660-2518,superintendent@pfisd.net,www.pflugervilleisd.net,(512) 594-0000,(512) 594-0005,MR FREDDIE MCFARLAND   ,,,Superintendent,Travis,227,13
Country Home Learning Center No. 9,15117001,FALSE,7611 Leslie Road,San Antoino,TX,78254,ch9@countryhomelearningcenter.com,www.countryhomelearningcenter.com,(210) 688-0393,(210) 688-7712,Tammy Graham,,,,Early Education,6,0,COGNIA : 2010,,,,,,,,,,,,,,,NORTHSIDE ISD,15915,INDEPENDENT,100159,5900 EVERS RD,SAN ANTONIO,TX,78238-1699,info@nisd.net,www.nisd.net,(210) 397-8500,(210) 706-8772,DR BRIAN T WOODS   ,,,Superintendent,Bexar,15,20
Courageous Christian Academy,170320001,FALSE,21519 W. Wallis Drive,Porter,TX,77365,courageouschristianacademy@gmail.com,http://www.courageouschristianacademy.com/,(281) 354-4001,,Sheila McDonald,,,,Pre-K,1,59,COGNIA : 2018,,,,,,,,,,,,,,,NEW CANEY ISD,170908,INDEPENDENT,11551,21580 LOOP 494,NEW CANEY,TX,77357,rdomingue@newcaneyisd.org,www.newcaneyisd.org,(281) 577-8600,(281) 354-2639,KENN FRANKLIN   ,,,Superintendent,Montgomery,170,6
Couts Christian Academy,184300001,FALSE,802 N. Elm Street,Weatherford,Texas,76086,anesler@coutschristianacademy.com,www.coutschristianacademy.com,(817) 599-8601,(817) 594-5516,Amy Nesler,,,,Pre-K,8,0,TAAPS : 2017,,,,,,,,,,,,,,,WEATHERFORD ISD,184903,INDEPENDENT,7636,1100 LONGHORN DR,WEATHERFORD,TX,76086,jhanks@weatherfordisd.com,www.weatherfordisd.com,(817) 598-2800,(817) 598-2955,DR JEFFREY M HANKS   ,,,Superintendent,Parker,184,11
Covenant Academy,101188001,FALSE,11711 Telge Road,Cypress,TX,77429,Info@covenantacademyhouston.org,www.covenantacademyhouston.org,(281) 373-2233,(281) 582-8227,Mrs. Leslie Collins,,,,Pre-K,12,140,COGNIA : 2012,,,,,,,,,,,,,,,CYPRESS-FAIRBANKS ISD,101907,INDEPENDENT,110013,P O BOX 692003,HOUSTON,TX,77269-2003,donna.blowey@cfisd.net,www.cfisd.net,(281) 897-4000,(281) 897-4125,DR MARK HENRY   ,,,Superintendent,Harris,101,4
Covenant Christian Academy,220197001,FALSE,901 Cheek Sparger,Colleyville,TX,76034,kim.garcia@covenantchristian.net,www.ccanet.org,(817) 281-4333,(817) 334-0367,Keith Castello,,,,Early Education,12,735,COGNIA : 2003 | ACCS : 2016,,,,,,,,,,,,,,,HURST-EULESS-BEDFORD ISD,220916,INDEPENDENT,21814,1849A CENTRAL DR,BEDFORD,TX,76022-6096,StevenChapman@hebisd.edu,www.hebisd.edu,(817) 283-4461 ext. 2020,(817) 354-3309,MR STEVE CHAPMAN   ,,,Superintendent,Tarrant,220,11
Covenant Christian Academy,108300001,FALSE,4201 N Ware Road,McAllen,TX,78504-5223,mrg@ccamcallen.com,www.ccamcallen.com,(956) 686-7886,,Milton Gonzalez,,,,Kindergarten,8,233,ACSI : 2018,,,,,,,,,,,,,,,MCALLEN ISD,108906,INDEPENDENT,24931,2000 N 23RD ST,MCALLEN,TX,78501-2000,james.ponce@mcallenisd.net,www.mcallenisd.org,(956) 618-6000,(956) 686-8362,DR JAMES PONCE   ,,,Superintendent,Hidalgo,108,1
Covenant Christian School,170121001,FALSE,4503 Interstate 45 North,Conroe,TX,77304,info@ccsconroe.org,www.covenantonline.com,(936) 890-8080,(936) 890-5343,Dr. Glenn Slater,,,,Kindergarten,12,321,ACSI : 1996,,,,,,,,,,,,,,,WILLIS ISD,170904,INDEPENDENT,6550,204 W ROGERS ST,WILLIS,TX,77378-9239,shill@willisisd.org,www.willisisd.org,(936) 856-1200,(936) 856-5182,TIM HARKRIDER   ,,,Superintendent,Montgomery,170,6
Covenant Classical School,220166001,FALSE,1701 Wind Star Way,Fort Worth,TX,76108,ecook@covenantfw.org,www.covenantfw.org,(817) 820-0884,(817) 246-5007,Eric Cook,,,,Kindergarten,12,421,COGNIA : 2011,,,,,,,,,,,,,,,WHITE SETTLEMENT ISD,220920,INDEPENDENT,6539,401 S CHERRY LN,WHITE SETTLEMENT,TX,76108-2521,fmolinar@wsisd.net,wsisd.com,(817) 367-1300,(817) 367-1351,MR FRANK MOLINAR   ,,,Superintendent,Tarrant,220,11
Covenant Community Schools,246400001,FALSE,14 Chisolm Trail,Round Rock,TX,78681,wwright@covenantcommunityschools.org,https://www.covenantcommunityschools.org/,(512) 255-7676,,William Wright,,,,Kindergarten,12,38,ACTS : 2021,,,,,,,,,,,,,,,ROUND ROCK ISD,246909,INDEPENDENT,45749,1311 ROUND ROCK AVE,ROUND ROCK,TX,78681-4941,superintendent_rrisd@roundrockisd.org,www.roundrockisd.org,(512) 464-5022,(512) 464-5055,DR JESUS CHAVEZ   ,,,Superintendent,Williamson,246,13
Creme De La Creme Early Learning Center Colleyville,220233001,TRUE,6805 Colleyville Road,Colleyville,TX,76034,egathy@cremedelacreme.com,http://cremedelacreme.com ,(817) 416-3683,(817) 416-3684,Elaine Gathy,,,,Early Education,Early Education,0,COGNIA : 2009,,,,,,,,,,,,,,,GRAPEVINE-COLLEYVILLE ISD,220906,INDEPENDENT,13388,3051 IRA E WOODS AVE,GRAPEVINE,TX,76051-3897,megan.overman@gcisd.net,www.gcisd-k12.org/,(817) 251-5200,(817) 251-5375,DR ROBIN RYAN   ,,,Superintendent,Tarrant,220,11
Creme De La Creme Early Learning Center Plano,43180001,TRUE,5516 W Plano Pkwy,Plano,TX,75093,lwarnock@cremedelacreme.com,www.cremedelacreme.com,(972) 818-5736,(972) 818-5737,Lindsay Warnock,,,,Early Education,Kindergarten,0,COGNIA : 2009,,,,,,,,,,,,,,,PLANO ISD,43910,INDEPENDENT,55185,2700 W 15TH,PLANO,TX,75075-7524,richard.matkin@pisd.edu,www.pisd.edu/,(469) 752-8100,(469) 752-8068,MR RICHARD MATKIN   ,,,Superintendent,Collin,43,10
Crestmont Christian Preparatory School,130600001,FALSE,631 S School St    ,Boerne,TX,78006,sbaxter@crestmontprep.org,www.crestmontprep.org,(210) 254-4534,,Stacey Baxter,,,,Kindergarten,12,103,COGNIA : 2016,,,,,,,,,,,,,,,BOERNE ISD,130901,INDEPENDENT,7094,123 W JOHNS RD,BOERNE,TX,78006-2023,information@boerne-isd.net,www.boerne-isd.net,(830) 357-2000,(830) 357-2009,MR DAVID E STELMAZEWSKI   ,,,Superintendent,Kendall,130,20
Crimson Christian Academy,5140101,TRUE,1615 Tulane Dr.,Lufkin,TX,75901,susan.hubbard@crimsonchristian.com,www.crimsonchristian.com,(936) 639-1222,,Susan Hubbard,,,,Kindergarten,12,0,ACTS : 2010,,,,,,,,,,,,,,,LUFKIN ISD,3903,INDEPENDENT,8518,P O BOX 1407,LUFKIN,TX,75902-1407,dbritt@lufkinisd.org,www.lufkinisd.org/,(936) 634-6696,(936) 634-8864,DR LA TONYA GOFFNEY   ,,,Superintendent,Angelina,3,7
Cristo Rey Dallas College Prep,57100007,FALSE,1064 N. Saint Augustine  Dr.,Dallas,TX,75217,croman@cristoreydallas.org,www.cristoreydallas.org,(649) 844-7956,,Christine Roman,,,,9,,125,TCCB ED : 2015,Diocese of Dallas,DA,1064 N. Saint Augustine  Dr.,Dallas,TX,75217,croman@cristoreydallas.org,www.cristoreydallas.org,(649) 844-7956,,Christine Roman,,,,DALLAS ISD,57905,INDEPENDENT,158932,3700 ROSS AVE,DALLAS,TX,75204-5491,arodriguez@dallasisd.org,www.dallasisd.org,(972) 925-3700, ,MIKE MILES   ,,,Superintendent,Dallas,57,10
Cristo Rey Jesuit College Preparatory School of Houston,101100171,FALSE,6700 Mt. Carmel St.,Houston,TX,77087,equinones@cristoreyjesuit.org,www.cristoreyjesuit.org,(281) 501-1298,(281) 501-3485,Elaine Quinones,,,,9,12,464,TCCB ED : 2009,Archdiocese of Galveston-Houston,GH,6700 Mt. Carmel St.,Houston,TX,77087,equinones@cristoreyjesuit.org,www.cristoreyjesuit.org,(281) 501-1298,(281) 501-3485,Elaine Quinones,,,,HOUSTON ISD,101912,INDEPENDENT,203354,4400 W 18TH ST,HOUSTON,TX,77092-8501,infocenter@houstonisd.org,www.houstonisd.org,(713) 556-6000,(713) 556-6006,DR TERRY B GRIER   ,,,Superintendent,Harris,101,4
Cross Lutheran School New Braunfels,46109101,FALSE,2171 East Common St.,New Braunfels,TX,78130,schoolsec@crosslcms.org,www.crosslcms.org,(830) 625-3969,(830) 625-5019,Corey Brandenburger,,,,Pre-K,8,0,LSAC : 2004,,,,,,,,,,,,,,,COMAL ISD,46902,INDEPENDENT,18693,1404 IH 35 N,NEW BRAUNFELS,TX,78130-3240,laura.ayala@comalisd.org,www.comalisd.org,(830) 221-2000,(830) 221-2001,MR ANDREW KIM   ,,,Superintendent,Comal,46,13
Cross of Christ Lutheran School,57152101,TRUE,512 N Cockrell Hill Rd,De Soto,TX,75115,pmieger@crossofchrist.org,www.crossofchrist.org,(972) 223-9586,(972) 223-0660,Paul Mieger,,,,3,9,0,LSAC : 2008,,,,,,,,,,,,,,,DESOTO ISD,57906,INDEPENDENT,8899,200 E BELT LINE RD,DESOTO,TX,75115-5795,david.harris@desotoisd.org,www.desotoisd.org,(972) 223-6666 ext. 218,(972) 274-8209,DR DAVID C HARRIS   ,,,Superintendent,Dallas,57,10
Cross Point Preschool Katy,101272100,FALSE,700 S Westgreen Blvd,Katy,TX,77450,asanders@crosspt.org,www.crosspt.org,(281) 398-6464,(281) 599-9446,Amy Sanders,,,,Pre-K,Kindergarten,0,LSAC : 2003 | LSAC : 2012 | LSAC : 2022,,,,,,,,,,,,,,,KATY ISD,101914,INDEPENDENT,64562,P O BOX 159,KATY,TX,77492-0159,altonfrailey@katyisd.org,www.katyisd.org/,(281) 396-6000,(281) 644-1800,MR ALTON FRAILEY   ,,,Superintendent,Harris,101,4
"Crossroads School, Inc.",101243001,TRUE,5822 Dolores St.,Houston,TX,77057,jadams@crossroadshouston.org,www.crossroadshouston.org,(713) 977-1221,(713) 977-0010,Mr. Justin Adams,,,,Kindergarten,12,21,TAAPS : 2010,,,,,,,,,,,,,,,HOUSTON ISD,101912,INDEPENDENT,203354,4400 W 18TH ST,HOUSTON,TX,77092-8501,infocenter@houstonisd.org,www.houstonisd.org,(713) 556-6000,(713) 556-6006,DR TERRY B GRIER   ,,,Superintendent,Harris,101,4
Crown of Life Lutheran School Colleyville,220202041,FALSE,6605 Pleasant Run Rd,Colleyville,TX,76034,lcleland@crownoflife.org,www.crownoflife.org,(817) 251-1881,(817) 421-9263,Laura Cleland,,,,2,11,0,LSAC : 2003 | LSAC : 2020,,,,,,,,,,,,,,,GRAPEVINE-COLLEYVILLE ISD,220906,INDEPENDENT,13388,3051 IRA E WOODS AVE,GRAPEVINE,TX,76051-3897,megan.overman@gcisd.net,www.gcisd-k12.org/,(817) 251-5200,(817) 251-5375,DR ROBIN RYAN   ,,,Superintendent,Tarrant,220,11
Cunae International School LLC,101116001,FALSE,5655 Creekside Forest Dr,The Woodlands,TX,77389,,,(281) 561-3770,,Mrs. Anji Price,,,,Pre-K,12,94,COGNIA : 2015,,,,,,,,,,,,,,,CONROE ISD,170902,INDEPENDENT,53934,3205 W DAVIS,CONROE,TX,77304,dstockton@conroeisd.net,www.conroeisd.net,(936) 709-9719,(936) 709-9701,DR DON STOCKTON   ,,,Superintendent,Harris,101,6
Cypress Bend Adventist Elementary School,155178101,FALSE,2997 FM 728,Jefferson,TX,75657,colettesmall@txsda.org,www.cbaes.org,(903) 665-7402,(903) 665-7402,Colette Small,,,,Pre-K,8,25,TSDA : 1979,,,,,,,,,,,,,,,JEFFERSON ISD,155901,INDEPENDENT,1242,1600 MLK,JEFFERSON,TX,75657-2116,mlwood@jeffersonisd.org,www.jeffersonisd.org,(903) 665-2461 ext. 8,(903) 665-7367,SANDRA L SPENCER   ,,,Superintendent,Marion,155,8
Cypress Christian School,101118001,FALSE,11123 Cypress N Houston Rd,Houston,TX,77065,amy.simcik@cypresschristian.org,www.cypresschristian.org,(281) 469-8829,(281) 469-0820,Dr. Jeff Potts,,,,Kindergarten,12,650,ACSI : 1997 | COGNIA : 2012,,,,,,,,,,,,,,,CYPRESS-FAIRBANKS ISD,101907,INDEPENDENT,110013,P O BOX 692003,HOUSTON,TX,77269-2003,donna.blowey@cfisd.net,www.cfisd.net,(281) 897-4000,(281) 897-4125,DR MARK HENRY   ,,,Superintendent,Harris,101,4
D.A.V. Montessori,101390001,FALSE,14375 Schiller Rd,Houston,TX,77082,davmontessori@gmail.com,www.davhouston.org,(281) 759-3286,(281) 476-7490,Arti Khanna,,,,Pre-K,5,114,TAAPS : 2017,,,,,,,,,,,,,,,ALIEF ISD,101903,INDEPENDENT,45783,P O BOX 68,ALIEF,TX,77411-0068,hd.chambers@aliefisd.net,www.aliefisd.net,(281) 498-8110 ext. 2000,(281) 575-1923,MR H D CHAMBERS   ,,,Superintendent,Harris,101,4
Dalhart Christian Academy,56120001,FALSE,P. O. Box 987,Dalhart,TX,79022,academy@xit.net,www.dalhartchristianacademy.org,(806) 244-6482,(806) 244-3542,Melissa Ritchey,,,,Pre-K,Early Education,17,ACSI : 2009,,,,,,,,,,,,,,,DALHART ISD,56901,INDEPENDENT,1758,701 E 10TH,DALHART,TX,79022-2639,footedav@dalhart.k12.tx.us,www.dalhart.k12.tx.us,(806) 244-7810,(806) 244-7822,JOHN MASSEY   ,,,Superintendent,Dallam,56,16
Dallas Academy,57142001,FALSE,950 Tiffany Way,Dallas,TX,75218,emurski@dallas-academy.com,www.dallas-academy.com,(214) 324-1481,(214) 327-8537,Elizabeth Murski,,,,Kindergarten,12,0,COGNIA : 1980,,,,,,,,,,,,,,,DALLAS ISD,57905,INDEPENDENT,158932,3700 ROSS AVE,DALLAS,TX,75204-5491,arodriguez@dallasisd.org,www.dallasisd.org,(972) 925-3700, ,MIKE MILES   ,,,Superintendent,Dallas,57,10
Dallas Christian Academy,57179101,FALSE,4025 N Central Expwy,Dallas,TX,75204,mdang@dallaschristianacademy.org,www.dallaschristianacademy.org,(214) 526-6327,(214) 528-6450,Maeli Dang,,,,Pre-K,12,95,TSDA : 1985,,,,,,,,,,,,,,,DALLAS ISD,57905,INDEPENDENT,158932,3700 ROSS AVE,DALLAS,TX,75204-5491,arodriguez@dallasisd.org,www.dallasisd.org,(972) 925-3700, ,MIKE MILES   ,,,Superintendent,Dallas,57,10
Dallas Christian ECLC,57121102,FALSE,P O BOX 570249,Dallas,TX,75357,tharlow@dallaschristian.com,www.dallaschristian.com,(972) 270-5495,(972) 270-7581,Chris King,,,,Early Education,Kindergarten,0,NCSA : 1962,,,,,,,,,,,,,,,DALLAS ISD,57905,INDEPENDENT,158932,3700 ROSS AVE,DALLAS,TX,75204-5491,arodriguez@dallasisd.org,www.dallasisd.org,(972) 925-3700, ,MIKE MILES   ,,,Superintendent,Dallas,57,10
Dallas Christian Elementary,57121101,FALSE,P O BOX 570249,Dallas,TX,75357,sbivins@dallaschristian.com,www.dallaschristian.com,(972) 270-5495,(972) 270-7581,CHris King,,,,Pre-K,5,0,NCSA : 1962 | COGNIA : 1962,,,,,,,,,,,,,,,MESQUITE ISD,57914,INDEPENDENT,39127,405 E DAVIS ST,MESQUITE,TX,75149-4701,lhenrie@mesquiteisd.org,www.mesquiteisd.org,(972) 288-6411,(972) 882-7787,DR LINDA M HENRIE   ,,,Superintendent,Dallas,57,10
Dallas Christian Junior High School,57121041,FALSE,P O BOX 570249,Dallas,TX,75357,sbivins@dallaschristian.com,www.dallaschristian.com,(972) 270-5495,(972) 270-7581,Chris King,,,,6,8,0,NCSA : 1962,,,,,,,,,,,,,,,DALLAS ISD,57905,INDEPENDENT,158932,3700 ROSS AVE,DALLAS,TX,75204-5491,arodriguez@dallasisd.org,www.dallasisd.org,(972) 925-3700, ,MIKE MILES   ,,,Superintendent,Dallas,57,10
Dallas Christian School ,57121001,FALSE,1515 Republic Parkway,Mesquite,TX,75150,cking@dallaschristian.com,www.dallaschristian.com,(972) 270-5495,(972) 270-7581,Dr. Chris King,,,,Pre-K,12,583,NCSA : 1962 | COGNIA : 1962,,,,,,,,,,,,,,,MESQUITE ISD,57914,INDEPENDENT,39127,405 E DAVIS ST,MESQUITE,TX,75149-4701,lhenrie@mesquiteisd.org,www.mesquiteisd.org,(972) 288-6411,(972) 882-7787,DR LINDA M HENRIE   ,,,Superintendent,Dallas,57,10
Dallas International School,57159001,FALSE,6039 Churchill Way,Dallas,TX,75230,clevy@dallasinternationalschool.org,www.dallasinternationalschool.org,(972) 991-6379,(972) 991-6608,Catherine Levy,,,,Pre-K,12,593,ISAS : 2009 | ISAS : 2019,,,,,,,,,,,,,,,DALLAS ISD,57905,INDEPENDENT,158932,3700 ROSS AVE,DALLAS,TX,75204-5491,arodriguez@dallasisd.org,www.dallasisd.org,(972) 925-3700, ,MIKE MILES   ,,,Superintendent,Dallas,57,10
Dallas Lutheran School,57157001,FALSE,8494 Stults Rd,Dallas,TX,75243,toddnitz@dallaslutheranschool.com,www.dallaslutheranschool.com,(214) 349-8912,(214) 340-3095,Todd Nitz,,,,7,12,0,LSAC : 2002 | LSAC : 2019 | LSAC : 2024,,,,,,,,,,,,,,,RICHARDSON ISD,57916,INDEPENDENT,38043,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,pio@mailhub.richardson.k12.tx.us,www.richardson.k12.tx.us,(469) 593-0000,(469) 593-0332,DR KAY E WAGGONER   ,,,Superintendent,Dallas,57,10
Darul Arqam Academy Southwest,101189001,FALSE,10415 Synott Road,Sugar Land,TX,77498,darularqamsouthwest@gmail.com,www.darularqamschools.org,(281) 495-4015,(281) 495-3403,Noreen Khurram,,,,Pre-K,8,160,COGNIA : 2012,,,,,,,,,,,,,,,FORT BEND ISD,79907,INDEPENDENT,69591,16431 LEXINGTON BLVD,SUGAR LAND,TX,77479-2308,Charles.Dupre@fortbend.k12.tx.us,www.fortbend.k12.tx.us/,(281) 634-1000,(281) 634-1700,CHARLES DUPRE   ,,,Superintendent,Harris,101,4
